nama,area,rating,deskripsi,reviews,place_id,sentiment
Warung Lalapan 38 AD,Sawah Besar,5.0,,"..recommended !,  good food, a lot of vegetables and very affordable.. nasi, sayur kacang & tauge, ayam kecap, kentang balado, keripik kentang ~ 22000 IDR ~ $ 1.50",ChIJESQE8L71aS4R1839StQvblE,positive
Bola Seafood Acui Kedoya,Daan Mogot,5.0,,"Menu ini langsung jadi bintang utama. Aroma asapnya wangi, meresap sampai ke dalam daging kepiting tanpa menutupi rasa manis alaminya. Tekstur dagingnya tebal, lembut, dan juicy—tanda bahan segar dan teknik masak yang tepat. Bumbu gurihnya seimbang, ada sentuhan smoky yang elegan, bukan pahit. Makan pakai tangan bikin pengalaman makin nikmat.  Ikan bakarnya dimasak pas—bagian luar sedikit crispy dengan bekas panggangan arang yang harum, sementara dalamnya tetap lembut dan moist. Bumbu meresap sampai ke tulang, ada rasa manis, gurih, dan sedikit pedas yang bikin nagih. Disandingkan dengan sambal dan perasan jeruk nipis, rasanya makin hidup.  Kerangnya segar, tidak amis, dan teksturnya kenyal empuk. Sausnya kaya rasa—perpaduan gurih, bawang putih, dan sedikit pedas yang bikin sausnya layak diseruput. Porsinya juga royal, cocok buat sharing.  Kombinasi tiga menu ini bikin pengalaman makan seafood jadi lengkap: kepiting asap sebagai showstopper, ikan bakar yang comforting, dan kerang yang kaya rasa. Cocok untuk makan rame-rame sambil santai.",ChIJqSIk8Kv3aS4R85yh6K1YC2c,positive
Rumah Makan Padang 7Datuak Lippo Mall Puri,Puri Indah,4.0,,"Nasi Rames (IDR 20K) -Porsi sayuran nya agak sedikit. Kol dan daun singkongnya cukup enak.  Rendang (IDR 37,5K) -Pertama kali nya nyobain rendang di rumah makan Padang (yang ada potongan singkong garing bentuk kotak-kotak), cukup unik rasa nya. Secara keseluruhan rasa rendang nya cukup pedas.  Perkedel (IDR 15K) -Rasa dan ukuran nya standar.  P.S.: -Harga belum termasuk tax 10% dan service charge 5%.",ChIJHbZ5LQD3aS4RzjqvMIU18Tc,neutral
Warung Nasi Ngapak,Kembangan,5.0,,Tempat maksi enak dan terjangkau...bersih juga.....maju terus warung ngapak.....,ChIJ6043bGz3aS4RBrXTSA77U6k,positive
LéLabuan Eatery,Kelapa Gading,4.0,,"Mampir ke cafe yang menjual serba labu. Letaknya ada di lantai lima, nanti masuk dari salon dan bisa diakses melalui lift. Tempatnya ga terlalu besar, areanya memanjang gitu.  Menunya selain ada kopi dan non kopi, ada juga makanan dari pillow bread, tart, light bites dan main course.  Aku pesan iced caramel machiato, lagi ada promo di weekdays dan dapat free tea, aku pilih strawberry tea.  Iced caramel machiato, oke juga ga terlalu berat dan manisnya masih pas. Strawberry teanya juga enak dan porsi gelasnya besar.  Pesan tartnya juga, kalau di sini disebutnya crown, aku pilih yang tiramisu. Agak susah dipotong, mungkin karena dari kulkas. Isiannya pakai labu gitu, enak dan manisnya dari labu.",ChIJlai18yf1aS4RSuj3HLkr7so,positive
"Pepes Dan Urap Ibu Pat, Kemang",Kemang,4.0,,"Enak, tapi lokasi sulit ditemukan.",ChIJX2qkXszxaS4R8qapRqXAC9Y,neutral
Bakmi Mitra Rasa MR Ciputat Timur,Bintaro,5.0,,"Bestttttt! Dupe nya bakmi g* 😆 porsinya banyak, harga terjangkau, rasanya enak. Pangsit gorengnya juga best.",ChIJL8rP-NnvaS4R6Qx2u9qkVnU,positive
Kalisari,Pasar Rebo,5.0,,Mantap,ChIJeafEz9jtaS4RLubehulXdEQ,positive
Bubur Ayam Dua Mangkuk,Cempaka Putih,5.0,,"Lokasi nya mudah di jangkau, tempat parkir nya di sepanjang jalan dekat lokasi dagang, pelayanan nya cepat dan ramah, rasa bubur nya gurih, enak banget dengan berbagai macam variasi topping, kebetulan saya pake topeng ayam merah dan pesen telor pisan (ini juga enak, tapi tergantung selera), tersedia juga menu lain nya yang bervariasi, sedangkan harga nya masih tergolong wajar lah. Itu kalau makan di tempat - dine in ato pesan bungkus untuk dibawa pulang. Tp kalau pesan melalui jasa online food, silahkan banding kan sendiri harga nya dan itu terserah konsumen untuk memilih. Yang jelas cita rasa bubur nya wueenaaakkkk......layak untuk mampir kembali.",ChIJZ3OL5FP1aS4RDN2d2LDnujI,positive
Tenda Esther Chinese Food,Pulo Gadung,5.0,,"Nasgornya enak buat ukuran 25rebu, tapi siap2 aja jgn dateng pas lg laper banget kalo lagi rame nunggunya hampir sejam",ChIJX5N2tcD0aS4RfsCteKTxS30,positive
Kedai Lesehan AT,Matraman,5.0,,Mie ayam paling the best se matraman sih inii wajib dicoba gaess,ChIJH5dPLLj1aS4RmcePDwGoPsg,positive
Dapur Malaka,Buaran,5.0,,"Menu masakannya variatif, bisa Japanese, bisa indonesia banget. Untuk Rasa, jgn tanya pas bgt di lidah. utk dimsum nya... hhmmmm... lezzattt dan enak...",ChIJ79nxNSeNaS4R0KmjB6oGk-U,positive
Rumah Makan Ngesti Rasa,Pasar Minggu,5.0,,"Serasa kembali ke Jogja ketika masakannya terasa di lidah dan mulai memasuki tenggorokan, gurihnya krecek serta kacang kedelai serta telor semur dan pedasnya sambal sangat menggugah selera",ChIJYYnX53XyaS4RSYym5O7YZpA,positive
Kedai Kosek Hang Jebat,Blok M,1.0,,Menu abis tutup aplksi  ..sudah resto paling lama  pesanan nya .,ChIJLxHzjD_xaS4RviFxTATn7xc,negative
Pondok Selera Nasi Goreng Kawat,Jagakarsa,5.0,,"Tempat makan yang enak, murah dan merakyat. Selalu mempertahankan citarasa karena sudah ada sejak tahun 1996.",ChIJ_Vr5jNHtaS4R2PDEyKjz23w,positive
"Soto Kudus Garang Asam ""Asri""",Matraman,3.0,,"Mahal, pelayanan lama, garang asem isinya 60% potongan sereh, belimbing wuluh dan tulang ayam.",ChIJN7PiXXT0aS4RDpsBnOVnwj0,neutral
"AMARA TERRACE cafe, resto & studio",Kemang,5.0,,"Wakth aku ke sana ga begitu ramai, bahkan bisa dibilang sepi. Banyak warung dan ada jadwal live music juga. Di lantai atas ada tempat kursus gitu. Tersedia musholla dan WC yang cukup bersih. Menu yang tersedia cukup bervariasi. Konsepnya outdoor dan tengahnya taman kecil gitu. Nice for dates!",ChIJCXP75e7zaS4RoAEz6BvUpn8,positive
RUMAH MAKAN AHON,Taman Sari,5.0,,Salah satu Rumah makan favorit di sekitaran jembatan lima beraneka macam menu halal & non halal sudah jd tempat favorit sejak 2010 sering mampir kalau lgi ke Jakarta.,ChIJMb6i14j3aS4Rk43moWsPu4Y,positive
Pondok Baronang Restaurant,Pluit,3.0,"Kafe luas di tempat terang & minimalis yang menyajikan bandeng bakar, udang, & seafood khas Indonesia lainnya.","Ikan rata2 segar, sayang sekali dibakar kelewat matang semuanya sehingga terasa hambar dan kenyal....semoga ada perbaikan kedepan, 7 Feb 2026",ChIJp7gHY-Qdai4RD77yMqlquA4,neutral
Kantin Wonogiri Sumagung,Kelapa Gading,5.0,,Masakan rumahan enak enak semua dan bersih. Variannya banyak. Harga affordable. Tempat makannya juga cukup nyaman. Buka dari pagi.,ChIJ5RBqu031aS4RbynkVygcaGI,positive
WARUNG NASI 99,Tanjung Priok,5.0,,"Warung ini sederhana tapi masakannya berani rasanya,",ChIJr5GIncIfai4ROcXkkDh0jHU,positive
Madre Coffee Space,Pasar Rebo,5.0,,"Pertama kali makan di sini dan ternyata makanannya surprisingly good! Saya pesan Smoked Beef Carbonara dan Mashed Potatoes Cordon Bleu, enak, creamy, gurih, dan pas di lidah saya. Minumannya, Lychee Yakult dan Honey Lemongrass, juga sangat menyegarkan. Semua terasa sepadan dengan harganya. Ambience cafenya juga nyaman, tapi mungkin karena saya datang saat makan siang, akan sedikit crowded ketika jam makan siang tapi masih oke. Definitely recommended!",ChIJiZ1MydrtaS4RGKqdS36wk2A,positive
Makankerang.gan,Cibubur,5.0,,keren,ChIJmXja2qiTaS4RTBomJ66xPjQ,positive
Monsieur Spoon Puri Indah Mall,Kembangan,5.0,,"Kategori: Restoran Fine Dining  Makanan: Salah satu resto dengan pastry favorit saya, menyediakan aneka makanan khas barat. Steak, pasta dan pastry. Umumnya rasa makanan disini lebih creamy dan asin. Rekomen croissantnya.  Pelayanan: Pemesanan tidak terlalu lama, penyajian sedikit memakan waktu lama, pelayan di sini juga murah senyum.  Harga: kisaran ±Rp 150.000/orang,  Tempat: Design elegan dengan gaya roman dan pencahayaan warna kuning. Tempat yang nyaman untuk ngobrol dan makan. Tempat terawat sangat baik.  Kesimpulan: bintang 5 untuk makanan dan tempat.",ChIJfcI5oNn3aS4RIPg6mK_5ybs,positive
Bebek & Ayam Kampung Mas Budi,Pondok Kopi,4.0,,"Okey lah, pelayanan dan tempatnya, Bebeknya juga enak banget. Cuman minus di kepala ayam (kaya udah lama) pas di makan ada rasa bau-bau gitu. Kedepannya lbih baik lagi semoga.",ChIJI9s8BiyNaS4Ripr5hockGC0,positive
Citra Landmark Ciracas,Ciracas,5.0,,"Dari segi makanan enak bgt,, layanan juga ramahh,, suasananya tenang enak tentrem jadi enak buat makan,,, makan sendiri, berdua, rame² ok ko,, recomended bgttt 👍👍👍👍",ChIJAZkp2PHtaS4RxaFj9-yKVeU,positive
"Sambal Bakar Indonesia, Grogol",Central Park Mall,5.0,,"Pesen sambak nila sambal bakka, tumis kangkung, krupuk Dan es teh Manis jumbo. Overall makanannya oke lah ya, makanan datang agak lama karena weekend Dan rame, but itsokey, hanya saja tumis kangkungnya kurang worth it, untuk seporsi sekecil itu 18rb Dan nothing special dari tumis kangkungnya, setengah harga sendiri dari sambak nilanya.  Sambak nila nya oke, ikannya ga amis, sambal bakka pedes Dan Masih bisa dinikmati, dipaket ini dapet kol goreng, timun Dan terong goreng. Not oily enak kok. Servis nya oke, hanya saja saat di kasir, pegawai di sekitarnya kebanyakan bercanda, jadi kurang nyaman pas sy mau bayar. Tapi gapapa, overall servisnya oke. Tempat cuci tangannya oke, hanya saja kenapa banjir ya, jadi petugasnya bolak balik ngepel sedangkan saya makan di dekat tempat cuci tangan.  Overall 8/10",ChIJ-2pon5_3aS4RqoSFswt2kcQ,positive
Cinto Minang MNC Tower,Menteng,5.0,,"Sambel merah/sambel hijau disini nendang dilidah,bumbu rendang dan kuah gulainya juga gurih enak,sayur daun singkong yang udah dipilin membuat mudah untuk dikunyah,ditambah jenis sayur kubis yang ditumis campur dengan kacang panjang saat dikunyah terasa kruncy serasa makan lalapan.menu nasi ikan kembung dengan ukuran ikan yang lumayan besar 16ribu.markotop!pelayanan karyawannya juga ramah dan cepat.tampilan tempatnya dari luar jalanan memang biasa,gedung bangunan lama,tapi saat masuk kedalamnya aura tempat sangat menenangkan.",ChIJN9-6_-bxaS4R5e1waYJSL3c,positive
Halo Bali Dining - Setiabudi,Kuningan,5.0,,"Makanan bali nya enak, saya pesan yang ayam betutu set. Sudah dapat nasi, ayam, lauk2 sampingannya banyak, telor, kerupuk, buncis dll. Tapi favorit saya adalah mie gorengnya, enak sekali. Pelayanannya juga ramah dan cepat. Harga sangat affordable.",ChIJf97P9_nzaS4R_g2Wl2pzCb4,positive
Ini Resto,Jagakarsa,5.0,,"Resto nya bersih, parkir luas, enak menu nya bervariasi.",ChIJHyljarLtaS4RcTVaf9r4oAQ,positive
"Subshack Pemuda, Rawamangun",Pulo Gadung,5.0,,"Makanannya bikin keyang dan puas. Banyak pilihan menunya juga ya. Layanan cepat dan ramah. Suasana tenang, cozy dan nyaman bgt. Cocok untuk menyendiri, ngobrol bareng temen dll. Ada toilet di lantai 2 dan mushollah. Ada tempat duduk di lantai dua smooking area ya. Parkir juga luas.",ChIJmc9IXer0aS4Rx-6o81anS0Y,positive
Dragon Flames Restaurant,Kemang,5.0,"Menyajikan variasi menu dim sum, mie, bubur dan barbeque. Suasana nyaman dan cocok untuk berbagai acara.",Udah berkali-kali makan disini dan menunya ga pernah failed.. enak semuanyaa.. Ambiencenya juga tenang dan enak buat meeting.. Semoga segera bisa segera sertifikasi halal MUI biar lebih tenang ..,ChIJwfTXGInxaS4R5YmzMURDplg,positive
"Penyetan Cok, Kramat Jati",Kramat Jati,5.0,,"Tempatnya asyik bersih, nyaman, ramah dalam pelayanan. Rasa masakannya oke enak semua, sambalnya top mantap. Pokoknya cocok untuk kumpul makan bersama keluarga ataupun komunitas",ChIJtYybth7zaS4RAfzOLOwCUmI,positive
Paras Nusantara,Kebayoran Baru,5.0,,"Makanan nya enak hampir setiap menu nya pada enak begitupun dengan minuman nya, sangat rekomendasi untuk orang yang menyukai makanan nusantara/indonesia, Pelayanan nya sangat baik dan ramah juga terutama mas ohim dan bu fifit udh berkali-kali kesini tidak mengecewakan",ChIJK-v8K__xaS4REGhIfb2qmDM,positive
Sasuki & bbq,Lebak Bulus,5.0,,"Salah satu ayce 150++ terbaik. Rasa daging dan side dish nya variatif, tempat dan pelayanan nya bagus",ChIJcSEyT_jvaS4RWlBA6Ol4xus,positive
Rumah Makan Pong Indra,Kelapa Gading,4.0,,Lumayan untuk yang mau cobain bebek bumbu erwe,ChIJB8J8UR_1aS4RS_5p58wUnN4,positive
Warung Nasi ARDA Bersaudara,Cijantung,5.0,,Mantap. Ga nyesel makan disini,ChIJTX4O15_taS4RmRIefAW5tG8,positive
"Babi Panggang TGR 99, Green Garden",Daan Mogot,3.0,,"Maaf sebelumnya saya ingin memberikan saran dan kritik, mengenai penggunaan talenan PLASTIK di kedai makanan anda, dimana talenan plastik itu klo di gunakkan untuk memotong/mencincang makanan, micro plastiknya bisa tekontaminasi dengan makanannya. Saran saya mending GANTI talenan Kayu. Untuk rasa babi panggangnya kurang asin sedikit lg.",ChIJpW4mVff3aS4RA0ulzfPzcMM,neutral
Warung Makan Indomie Warmindo,Pondok Indah,5.0,,Garengannya enak dan murah,ChIJwyJtj9TxaS4RRyqCjTGMHeE,positive
Rumah Makan Padang Raya,Tanah Abang,5.0,,"Makanan disini enak"", saya coba ayam goreng dan perkedel untuk makanan yg lain pun enak karena saya bungkus untuk teman"" saya mereka pada suka",ChIJScgdLLH3aS4R03xeAIlDKMw,positive
Masama Senayan Indonesian Comfort food,Sudirman SCBD,1.0,,"Pesen Mie Goreng Seafod dan Ayam Jimbaran. Nunggu 20 menit baru keluar minumannya.  35 menit belom jadi juga dan harus disamperin. Terus ternyata orderan Mie Goreng Seafood saya ternyata udah di meja pengambilan 10 menit yang lalu dan gaada info itu punya saya.  Ayam Jimbaran juga masih nunggu lagi belom jadi juga.  BANYAK customer lain yang nunggu juga sama kek saya. Kacaunya ga sesuai urutan order, malah ada yang order baru dan udah jadi duluan.  Ini kacau banget sih managementnya. Staff juga pemula banget dan ada leadernya pun ga turun tangan handling customer.  Rasa makananannya? No banget. Mie Goreng Seafood saya anyep banget, bau, saya req ga pedes malah dikasih pedes.  Ayam Jimbarannya KECIL banget. Aduh kacau.",ChIJfXFzLgDxaS4RXNT2wjJuBLg,negative
Restoran Sederhana Jatinegara,Jatinegara,1.0,,"aku punya pengalaman yang kurang menyenangkan pas maksi disini. aku sama co workers ku pulang kerja dan rencana ngopi di salah satu coffee shop, cuma kita pilih untuk maksi dulu, resto terdekat waktu itu ini, jadi kita pilih buat makan di sini. pas masuk buat pesen, mas2 waitersnya pasang muka ngerendahin banget, ga ngerti kenapa. apa karena tampilan kita bukan kayak orang yang mampu makan disini? atau karena tampilan kita kayak bocah? entah, yang jelas tu raut mukanya sengak. aku pikir cuma imajinasiku aja, cuma pas after bayar dan cabut, semua co worker ku pun ngerasain hal yang sama dari tatapannya. tapi cuma satu mas2 waiters depan yang bagian nerima pesanan tamu. sisanya sopan.  untuk rasa masakannya, ya padang pada umumnya, ngga yang seenak itu untuk dibeli lagi, terlebih sambel ijonya menurut aku pribadi, ada yang kurang.  note untuk mas2 waiters, both of us pekerja, bahkan sekalipun yang ngelayanin kita tuh ownernya, pasti ngga sengak gitu mukanya, ga akan mandang customer dengan tatapan ngerendahin. karena kita dateng tanpa bawa mobil dan bingung mau makan apa bukan berarti kita ga mampu. jujur, masih banyak resto yang lebih gede dengan pelayanan yang lebih baik (even untuk resto yang harganya lebih mahal).",ChIJ3VScfn7zaS4RVCWV6lFk56U,negative
Pedes BGT!,Pesanggrahan,5.0,,mantap abiss eakkkk,ChIJ-fwbHPDxaS4RUFlktTp5KvU,positive
Choipan Panas Pontianak Siam 91 Sunter Indah,Kelapa Gading Barat,5.0,Warung makan khusus tunai yang menyajikan berbagai pangsit ala China di tempat kecil dan simpel.,Coipannya enak.. murce dan gede. Pelayanannya cepat. Heboh dan seru tempatnya. Parkir mobil harus rebutan 😆,ChIJp1v2b3L1aS4Ru9kEAu0uSOc,positive
SEMAJA,Grand Indonesia,4.0,,"Tempatnya menyenangkan, makanannya ok terutama sate marangginya enak empuk, ayam bakarnya diluar expektasi  (terlalu pedas), dessert nya enak, pelayanannya ramah yg perlu diperhatikan lagi untuk alat makan, harusnya disiapkan lebih, jadi kita ga perlu minta terus🥹",ChIJBZ2aWJn1aS4Rsdik78vsMIs,positive
Kendil Mas,Cilandak,5.0,Masakan Jawa & pertunjukan musik ditawarkan sesekali di rumah makan lokal kasual dan nyaman.,"Datang kesini pas acara nikahan saudara Lokasinya strategis, makanannya enak Parkiran motor & mobil ckup luas",ChIJT99s9x_uaS4R095m5q2KcwU,positive
Warung Nasi Ibu Anis,Senayan,2.0,,Tidak ada yg menarik menunda..,ChIJWVm6d6n2aS4RO36XZePV_U8,neutral
LUBERGER Jatiwaringin,Makasar,2.0,,"Terakhir beli tahun 2019 kalau ga salah dan saat itu enak banget, dan beli lagi sekarang kyknya ada perubahan menu ya? Dari menu dan pelayanan, bahkan harga, terlihat penurunan ""kelas"" sih. Pesan menu Luber Rice Beef Crumble dan Luber Champion. Beef Crumblenya asin banget. Ga fresh ya? Sepertinya frozen/dimasukin ke kulkas lalu diangetin lagi, terlihat dari banyak lemak yang menggumpal dan tekstur nasi yang tidak pulen. Untuk Luber Champion tidak ada yang spesial, bahkan tidak ada rasanya. Hehe",ChIJRZIPbGrzaS4RLdr2psUV77c,negative
Resto Salemba 43 - Hakka Chinese Food Sunter & Bubur ( Bakmi Salemba 43 ),Sunter,5.0,,"Salah satu restoran chinese food (katanya spesialis Hakka Food) yang halal dan enak di Sunter. Tempatnya tdk seberapa besar. Ada sekitar 6-7 set table, ada yg round table dan ada yg 4 table set biasa.  Menunya variannya banyak. Ini pesan: - nasi goreng (varian apa lupa namanya) - ayam lada hitam - capcay ayam - tahu shimeji (JUARAnyaa) - menu terakhir lupa namanya apa, tapi ini gohyong (gorengan ayam dan udang)  Semuanya enak. Tapi high appreciation banget buat nasi goreng dan tahu shimeji. Enak banget!!  Harganya memang lumayan ya, sesuai sama rasa dan porsinya. Cocok buat makan sm temen banyak dan keluarga.",ChIJ3eDI7AP1aS4RCaHhvqdAG_8,positive
Restoran Padang Simpang Raya Hasyim Ashari No. 51 Jakpus,Tomang,5.0,Restoran kontemporer dengan interior luas dan cerah yang menyajikan makanan tradisional Padang.,Halo sobat kuliner! Review singkat resto simpang raya kali ini cukup memuaskan. Kunjungan kesini makan paket nasi padangnya yang nyaman di lidah dan dagingnya empuk. Worth buat tempat makan siang!,ChIJs2neNaD3aS4RnKqhICp2s9U,positive
Warung Makan Bude Suli,Mampang,4.0,,"Banyak pilihan lauk sama sayurnya, gorenganya laris..masakan khas indonesia. Harganya juga pas dikantong..kalo agak siang udah pada habis",ChIJBcvvYs7zaS4RAWwQ2mHL6aU,positive
Rumah Makan Nusa Indah,Kebayoran Baru,1.0,"Restoran luas dan toko yang menyajikan makanan tradisional, serta aneka makanan ringan khas daerah Indonesia.","Tolong untuk barang barang yg dijual ditulis jelas kapan produksinya Dan kapan expired datenya. Jangan kalau ditanya jawabnya stocknya baru kok,  baru datang terus. Kemarin saya beli pie susu enaaak sampai rumah dibuka isinya jamuran semua.",ChIJtS7DHBPxaS4RsebkRg6xmLo,negative
A21 Cempaka Putih,Johar Baru,5.0,,Sate taichan nya pedas gurih mantap. Daging dan kulitnya kenyal  Baso malangnya enak seger gurih  Bakminya porsinya buat aku pas. Gurih seger  Es podengnya enaaaak,ChIJmQvZEAD1aS4RWcMl0xduWZk,positive
Chuan Tin,Kembangan,5.0,Restoran kontemporer bernuansa santai yang menyajikan resep China kuno.,"Baru saja makan bersama keluarga disini, disambut oleh waiter yang ramah dan dengan sabar menjelaskan menu makanan apa saja yang ada disini. Kalau saya biasanya selalu pesan Hokkian Lomie dan Tiram Goreng Telur. Masakannya enak semua.  Tahun lalu saya bersama keluarga datang kemari di hari raya Imlek. Berhubung gaya masakan disini adalah Chinese Food, maka di hari raya Imlek menjadi ramai sekali. Dari pagi sudah banyak orang lain yang pesan bungkusan. Ditambah dengan yang dine-in jadinya ramai sekali.",ChIJEcckzBH3aS4Rd8KsoFQzVzs,positive
Warung Nasi Ibu Ipan,Ancol,5.0,,Warung nasi sederhana namun rasanya luar biasa,ChIJC-RaGwceai4RcFAiboNoIxI,positive
SAMBAL DADAK DESO MATRAMAN,Matraman,5.0,,"hii ini pertama kali makan disini pelayanan oke banget rasa bumbu ungkep nya enak sm ayam kampung nya juga lembut ga keras, sambelnya bagi pecinta pedes ini ga terlalu pedes bgt jd nikmat dimakan.  noted: kalo kalian suka ayam goreng kering request aja soalnya ini emg tipe ayam goreng basah gitu",ChIJDRYrNAD1aS4RtNTdHt-JL9Y,positive
